sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція КУРАХІВКА,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,3165,278,48.035687,37.374858,49.217461,24.6477491
станція КУРАХІВКА,станція ДОБРОТВІР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,324,337,48.035687,37.374858,50.20584,24.386969
станція КУРАХІВКА,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,687,272,48.035687,37.374858,48.609462,29.1503679
станція КУРАХІВКА,станція ПЛАСТИ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",382,34,48.035687,37.374858,48.099349,37.355355
станція КУРАХІВКА,станція РОСІЯ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1825,31,48.035687,37.374858,48.159167,37.360833
станція КУРАХІВКА,станція СВІТЛОДАРСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,576,75,48.035687,37.374858,48.460125,38.170116
станція ЛЕГЕНДАРНА,станція ПОКРОВСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,310,25,48.643259,36.9889861,48.285102,37.1816185
станція ЛИМАН,станція ДАРНИЦЯ,АНТРАЦИТ,264,354,48.9644789,37.8275288,50.430674,30.643448
станція ЛИМАН,станція КРАМАТОРСЬК,АНТРАЦИТ,308,18,48.9644789,37.8275288,48.7259313,37.54314
станція ЛИМАН,станція КРИВИЙ РІГ-ГОЛОВНИЙ,АНТРАЦИТ,469,136,48.9644789,37.8275288,47.9123,33.451545
станція ЛИМАН,станція СВІТЛОДАРСЬКЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,3039,49,48.9644789,37.8275288,48.460125,38.170116
станція ЛИМАН,станція СВІТЛОДАРСЬКЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2601,49,48.9644789,37.8275288,48.460125,38.170116
станція ЛИМАН,станція СВІТЛОДАРСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",728,49,48.9644789,37.8275288,48.460125,38.170116
станція ЛИМАН,станція ЧУГУЇВ,АНТРАЦИТ,248,92,48.9644789,37.8275288,49.8197326,36.6729053
станція ЛОБІВСЬКІ КОПАЛЬНІ,станція ІГРЕНЬ,АНТРАЦИТ,227,82,48.139939,39.204215,48.472213,35.18905
станція МАКІЇВКА,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,1354,27,48.007681,37.9815461,48.867694,37.755615
станція МАКІЇВКА,станція ЄНАКІЄВЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,682,9,48.007681,37.9815461,48.2259,38.203245
станція МАКІЇВКА,станція ЄНАКІЄВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",216,16,48.007681,37.9815461,48.2259,38.203245
станція МАКІЇВКА,станція КОМУНАРСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",2472,21,48.007681,37.9815461,48.483418,38.778808
станція МАКІЇВКА,станція КРИНИЧНА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",1841,15,48.007681,37.9815461,48.126003,38.026796
станція МАКІЇВКА,станція ЛИМАН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",226,22,48.007681,37.9815461,48.9644789,37.8275288
станція МАКІЇВКА,станція МУШКЕТОВЕ,КОНЦЕНТРАТ УГОЛЬНЫЙ,319,10,48.007681,37.9815461,47.977417,37.8578791
станція МАКІЇВКА,станція ЧУМАКОВЕ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,917,23,48.007681,37.9815461,47.973896,37.889423
станція МАНДРИКИНЕ,станція ЧУМАКОВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",841,17,47.920558,37.679355,47.973896,37.889423
станція МАНУЇЛІВКА,станція ЕЛЕКТРИЧНА,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,204,29,48.408641,38.634584,48.867694,37.755615
станція МИКОЛАЇВКА-ДОНЕЦЬКА,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,4074,426,48.37885,36.3491541,49.217461,24.6477491
станція МИКОЛАЇВКА-ДОНЕЦЬКА,станція ДОБРОТВІР,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,360,413,48.37885,36.3491541,50.20584,24.386969
станція МИКОЛАЇВКА-ДОНЕЦЬКА,станція КУРАХІВКА,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2604,54,48.37885,36.3491541,48.035687,37.374858
станція МИКОЛАЇВКА-ДОНЕЦЬКА,станція ЛАДИЖИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2446,352,48.37885,36.3491541,48.609462,29.1503679
станція МИКОЛАЇВКА-ДОНЕЦЬКА,станція РОТИ,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,588,110,48.37885,36.3491541,48.517778,38.221389
станція МОСТИСЬКА II (ЕКСП. ПКП),станція БАТУРИНСЬКА,УГОЛЬ КАМЕННЫЙ СИЛЕЗСКИЙ (ПОЛЬСКИЙ),868,269,49.8166178,23.0325224,47.872783,33.48381
станція МОСТИСЬКА II (ЕКСП. ПКП),станція НАРКЕВИЧІ,УГОЛЬ КАМЕННЫЙ СИЛЕЗСКИЙ (ПОЛЬСКИЙ),550,79,49.8166178,23.0325224,49.508981,26.6186271
станція МОСТИСЬКА II (ЕКСП. ПКП),станція СТАРОКОСТЯНТИНІВ II,УГОЛЬ КАМЕННЫЙ СИЛЕЗСКИЙ (ПОЛЬСКИЙ),427,101,49.8166178,23.0325224,49.733726,27.2788967
станція МУДРЬОНА,станція ЗЕЛЕНЕ ПОЛЕ,АНТРАЦИТ,202,25,47.914665,33.4025031,48.057999,33.6329791
станція НИЖНЬОДНІПРОВСЬК-ВУЗОЛ,станція БУРШТИН,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,262,289,48.480907,35.116513,49.217461,24.6477491
станція НИЖНЬОКРИНКА,станція ЕЛЕКТРИЧНА,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,6022,59,48.129516,38.208348,48.867694,37.755615
станція НИЖНЬОКРИНКА,станція ЛИМАН,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,1739,90,48.129516,38.208348,48.9644789,37.8275288
станція НИЖНЬОКРИНКА,станція НОВИЙ СВІТ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,3534,42,48.129516,38.208348,47.803492,38.0067229
станція НИЖНЬОКРИНКА,станція ЧУГУЇВ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,986,108,48.129516,38.208348,49.8197326,36.6729053
станція НІМЧИНЕ,станція НОВИЙ СВІТ,УГОЛЬ КАМЕННЫЙ МАРКИ Т-ТОЩИЙ,1749,17,47.96431,38.224538,47.803492,38.0067229
станція НОВОГРОДІВКА,станція БІЛА ЦЕРКВА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",217,118,48.189131,37.334021,49.8119045,30.1097162
станція НОВОГРОДІВКА,станція БУРШТИН,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",477,273,48.189131,37.334021,49.217461,24.6477491
станція НОВОГРОДІВКА,станція ВАПНЯРКА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",234,125,48.189131,37.334021,48.5337039,28.7452533
станція НОВОГРОДІВКА,станція ВОЛОЧИСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",251,124,48.189131,37.334021,49.5320813,26.2084192
станція НОВОГРОДІВКА,станція ГОРЛІВКА,КОНЦЕНТРАТ УГОЛЬНЫЙ,776,19,48.189131,37.334021,48.311208,38.044173
станція НОВОГРОДІВКА,станція ЕЛЕКТРИЧНА,АНТРАЦИТ,275,110,48.189131,37.334021,48.867694,37.755615
станція НОВОГРОДІВКА,станція ЕЛЕКТРИЧНА,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",652,110,48.189131,37.334021,48.867694,37.755615
станція НОВОГРОДІВКА,станція ЗАСІЛЛЯ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",334,129,48.189131,37.334021,47.025215,32.423609
станція НОВОГРОДІВКА,станція КНЯЖЕВЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",270,74,48.189131,37.334021,48.471882,28.81294
станція НОВОГРОДІВКА,станція НІКЕЛЬ-ПОБУЗЬКИЙ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",679,132,48.189131,37.334021,48.173252,30.615134
станція НОВОГРОДІВКА,станція ПОКРОВСЬК,УГОЛЬ КАМЕННЫЙ МАРКИ Г-ГАЗОВЫЙ,2891,5,48.189131,37.334021,48.285102,37.1816185
станція НОВОГРОДІВКА,станція ПОКРОВСЬК,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",542,8,48.189131,37.334021,48.285102,37.1816185
станція НОВОГРОДІВКА,станція СВІТЛОДАРСЬКЕ,"УГОЛЬ КАМЕННЫЙ,НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ",4746,56,48.189131,37.334021,48.460125,38.170116
