sender,receiver,cargo_name,no_wagons,mdn_speed,lat_sender,lon_sender,lat_receiver,lon_receiver
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЯЧМЕНЬ,54,123,49.306974,29.807379,46.9576791,31.9758924
станція ДЕНГОФІВКА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,51,185,49.306974,29.807379,46.9575,31.975556
станція ДЕРАЖНЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,106,278.5,49.26728,27.4305996,46.322273,30.629317
станція ДЕРЕНІВКА,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,53,164,49.239925,25.770231,46.485545,30.748833
станція ДОЧ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,46,220,51.31604,32.579195,46.485545,30.748833
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,100,147.5,49.9594926,32.3045112,46.36337,30.62144
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,162,142,49.9594926,32.3045112,46.9575,31.975556
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,145,92,49.9594926,32.3045112,46.32227,30.62932
станція ДРАБОВЕ-БАРЯТИНСЬКЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,54,144,49.9594926,32.3045112,46.82775,30.76
станція ДУБНО,станція ГУМЕНЦІ,ЗЕРНО КУКУРУЗЫ,151,133,50.3867622,25.7527362,48.770473,26.606396
станція ДУБНО,станція ГУМЕНЦІ,ПШЕНИЦА,96,132.5,50.3867622,25.7527362,48.770473,26.606396
станція ДУБОВ’ЯЗІВКА,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,108,146.5,51.1296375,33.3778584,46.834899,31.967136
станція ДУБОВ’ЯЗІВКА,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,43,152,51.1296375,33.3778584,46.36337,30.62144
станція ДУБОВ’ЯЗІВКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,51,138,51.1296375,33.3778584,46.82775,30.76
станція ЖАШКІВ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,54,674,49.243053,30.097353,46.32227,30.62932
станція ЖАШКІВ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,44,168,49.243053,30.097353,46.322273,30.629317
станція ЖМЕРИНКА,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,53,134,49.0346627,28.1115142,46.36337,30.62144
станція ЖМЕРИНКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,373,106,49.0346627,28.1115142,46.322273,30.629317
станція ЖМЕРИНКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,54,85,49.0346627,28.1115142,46.322273,30.629317
станція ЖМЕРИНКА,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,1453,189,49.0346627,28.1115142,46.82775,30.76
станція ЗАКУПНЕ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,247,197,49.108364,26.317903,46.36337,30.62144
станція ЗАКУПНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,106,346.5,49.108364,26.317903,46.485545,30.748833
станція ЗАКУПНЕ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЯЧМЕНЬ,101,216.5,49.108364,26.317903,46.485545,30.748833
станція ЗАКУПНЕ,станція ЧОРНОМОРСЬК-ПОРТ,ПШЕНИЦА,107,44.5,49.108364,26.317903,46.32227,30.62932
станція ЗАКУПНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,52,123,49.108364,26.317903,46.322273,30.629317
станція ЗАКУПНЕ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,105,53,49.108364,26.317903,46.322273,30.629317
станція ЗАКУПНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,210,161,49.108364,26.317903,46.82775,30.76
станція ЗАКУПНЕ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,53,71,49.108364,26.317903,46.82775,30.76
станція ЗДОЛБУНІВ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,140,721,50.5068585,26.26955,46.485545,30.748833
станція ЗДОЛБУНІВ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,54,196,50.5068585,26.26955,46.82775,30.76
станція ІЗЮМ,станція КСЕНІЄВЕ (ЕКСП.),ПШЕНИЦА,51,229,49.216,37.3011,46.36337,30.62144
станція ІЧНЯ,станція МИКОЛАЇВ,ЗЕРНО КУКУРУЗЫ,109,361,50.8423681,32.4079752,46.9576791,31.9758924
станція ІЧНЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,162,203,50.8423681,32.4079752,46.9575,31.975556
станція ІЧНЯ,станція ЧОРНОМОРСЬК-ПОРТ,ЗЕРНО КУКУРУЗЫ,42,188,50.8423681,32.4079752,46.32227,30.62932
станція КАБАННЕ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,48,194,49.22686,38.21578,46.9575,31.975556
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЯЧМЕНЬ,48,48,48.6880686,26.6015963,46.9576791,31.9758924
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,152,482,48.6880686,26.6015963,46.9575,31.975556
станція КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,152,482,48.6880686,26.6015963,46.9575,31.975556
