sender,receiver,cargo,tot_no_wagons,median_speed_km_day,avrg_money_UAH,avrg_tkm
станція ПЕТРОПАВЛІВКА,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,482,274,21067.35166,55869.4566
станція ПЕТРОПАВЛІВКА,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,313,375,16058.34185,50767.93591
станція ПИРЯТИН,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,655,109,17929.09145,35183.77569
станція ПИРЯТИН,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,292,298,18620.2774,48598.39695
станція ПИРЯТИН,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,232,120,21486.0625,52252.24138
станція ПИРЯТИН,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,954,115,15893.14895,33932.28878
станція ПИРЯТИН,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,326,115,14398.67883,34490.68647
станція ПИРЯТИН,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,611,138,21956.79885,49830.82007
станція ПАРТИЗАНИ,станція ЖОВТНЕВА  (ЕКСП.),ПШЕНИЦА,242,113,11547.20331,27769.71467
станція ПАРТИЗАНИ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,314,149,16765.86369,48009.09602
станція ПАРТИЗАНИ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,203,131,11837.72414,35975.29064
станція ПАРТИЗАНИ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,461,110,9764.456616,24327.18536
станція ПАВЛИШ,станція ЖОВТНЕВА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,207,106,8655.695652,21644.41652
станція ПАВЛИШ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,228,131,12453.97193,35145.27303
станція ПАВЛИШ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,209,113,11835.06411,30531.21589
станція ПАВЛИШ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,219,76,9497.981735,20277.89671
станція ПАВЛИШ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ПШЕНИЦА,319,76,12089.70502,20963.51906
станція ПАВЛИШ,станція ПРИБУЗЬКА  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,430,77,12271.35814,20931.38023
станція ПАЛЬМІРА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ЗЕРНО КУКУРУЗЫ,1194,100,15010.3809,26237.49045
станція ПАЛЬМІРА,станція МИКОЛАЇВ-ВАНТАЖНИЙ,ПШЕНИЦА,303,80,13621.20858,27101.84307
станція ПАЛЬМІРА,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,269,100,11884.1487,26072.79639
станція ПУТИВЛЬ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,232,333,19736.83578,64163.41891
станція ПУТИВЛЬ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,232,94,32910.04569,63000.70491
станція ПУТИВЛЬ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,964,155,23575.54824,61046.68757
станція ПОДІЛЬСЬК,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ПШЕНИЦА,226,83,7381.00177,17368.08938
станція ПОДІЛЬСЬК,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,384,64,8013.098958,16883.36667
станція ПОДІЛЬСЬК,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ПШЕНИЦА,597,64,8499.583585,17666.61575
станція ПОДІЛЬСЬК,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,404,40,9138.912624,13269.31609
станція ПОДІЛЬСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,1085,34,6557.840922,13655.50346
станція ПОДІЛЬСЬК,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,854,51,6830.6137,14229.0284
станція ПОТАШ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,359,124,11795.2039,32629.14368
станція ПОТАШ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,255,124,11988.04,33932.82118
станція ПОПІЛЬНЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ЗЕРНО КУКУРУЗЫ,723,147,18457.70456,38571.88243
станція ПОПІЛЬНЯ,станція ЧОРНОМОРСЬК-ПОРТ-ЕКСПОРТ,ПШЕНИЦА,200,147,15570.626,39876.212
станція ПОПІЛЬНЯ,станція ЧОРНОМОРСЬКА-ЕКСП.(ДЛЯ ОПЗ),ЗЕРНО КУКУРУЗЫ,1104,123,21079.61513,40704.39334
станція ПОПІЛЬНЯ,станція ЧОРНОМОРСЬКА ( ЕКСП. ДЛЯ ТІС ),ЗЕРНО КУКУРУЗЫ,942,310,17874.25234,41005.79299
станція ПОПІЛЬНЯ,станція КСЕНІЄВЕ (ЕКСП.),ЗЕРНО КУКУРУЗЫ,387,141,19182.36124,37223.40349
станція ПОПІЛЬНЯ,станція МИКОЛАЇВ-ВАНТАЖНИЙ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,448,144,12362.9183,38665.57754
станція ПОПІЛЬНЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ЗЕРНО КУКУРУЗЫ,997,113,14110.96189,36547.59102
станція ПОПІЛЬНЯ,станція ОДЕСА-ПОРТ  (ЕКСП.),ПШЕНИЦА,258,138,20658.52132,37841.87574
